,Image source,Agent name,Agent role,Agent 2 name,Agent 2 role,Agent 1 culturalContext,Agent 2 culturalContext,Date earliestDate,Date latestDate,Average Date,Date Given,Period,Description,Description source,Location,Location name,Material,Rights,Source,Style Period,"Subject personalName, conceptTopic (book), descriptiveTopic, iconographicTopic (scene)",Scene,Scene Two,Book ,Technique,Work Type,TEXTREF name,TITLE,TITLE  xml:lang,TITLE2,TITLE  xml:lang 2,Direct Link
i_1100.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: per medium stridens transit femur. incidit ictus
ingens ad terram duplicato poplite Turnus.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Turnus, battle, death, Latium, owl",96B8344 Turnus is killed by Aeneas,,Book XII,engraving,print,,"Book XII, v. 926",,,,
i_1101.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Last page depicts Vergil writing, inspired by muse, looking at a scene of Aeneas fleeing Troy with Anchises and Ascanius",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Vergil, Aeneas, muses",96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,Book XII,engraving,print,,Vergil writing the Aeneid,,,,
i_1102.jpg,Polona,"Pinnock, William",artist,,,British,,,,1834,1834,19th century,"grafika
Tyt. z ryc.
Na prawym marginesie: Guide to Knowledge. No. CXLVII, Saturday, december 6, 1834. Price one penny.
Verso: 2 szpalty tekstu antykwą. Tekst pt. - The landing of Aeneas in Italy. Nad tyt.: z lewej s. - 434; pośrodku - Pinnock's Guide to Knowledge; z prawej s.",,Biblioteka Narodowa,Poland,,Public Domain Mark 1.0,Europeana API,,"Aeneas, Trojans, Italy","96B6 the Trojans reach the mouth of the Tiber and land in Latium (Virgil, Aeneid VII-VIII)",,Book VII,drawing,drawing,,The Landing of Aeneas in Italy,,,,
i_1103.jpg,Bildarchiv Foto Marburg,"Amigoni, Jacopo",artist,,,Italian,,1721,1722,1722,1721-1722,18th century,,,Schleißheim,Germany,fresco painting,Courtesy of Bildarchiv Foto Marburg,Europeana API,,"Aeneas, Turnus, battle, death, Latium",96B8344 Turnus is killed by Aeneas,,Book XII,fresco,mural painting,,Aeneas In The Fight Against King Turnus,en,Aeneas im Kampf gegen König Turnus,de,https://www.bildindex.de/document/obj20186302
i_1104.jpg,Bildarchiv Foto Marburg,"Lepautre, Pierre",sculptor,,,French,,1716,,1716,1716,18th century,,,Tuileries Gardens,France,marble,Fair Use,Europeana API,,"Aeneas, Anchises, Ascanius, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates",,Book II,sculpting,sculpture,,Aeneas,en,,,https://www.bildindex.de/document/obj20900391?medium=fm172997
i_1105.jpg,Victoria and Albert Museum,"Lepautre, Pierre",sculptor,,,French,,,,1715,1715,18th century,,,Victoria & Albert Museum,United Kingdom,terracotta,"© Victoria and Albert Museum, London",Victoria and Albert Museum,,"Aeneas, Anchises, Ascanius, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates",,Book II,sculpting,sculpture,,Aeneas and Anchises,en,,,
i_1106.png,Black Country History,"Ravenet, Simon François",engraver,"Boucher, Francois",artist,French,,1706,1774,1740,1706,18th century,"Venus with drapery thrown over her right shoulder, points to an anvil on which Vulcan is seated. Mercury, with a caduceus and winged hat appears amongst the clouds in the background. Venus the wife of Vulcan, the smith-god, but had borne Aeneas to Anchises cousin of Priam, King of Troy. Wooden frame. Oblong plaque, transfer printed in purple of Venus begging arms from Vulcan for Aeneas from Ravenet's engraving after the design by Francois Boucher (1703-1780).",Europeana API,Wolverhampton Arts and Museums,United Kingdom,"enamel, metal, copper",CC BY-NC-SA 3.0,Europeana API,,"Venus, Vulcan, Mercury, anvil",96B66 Venus asks Vulcan to forge Aeneas' armour,,Book VIII,enameling,enamel,,Plaque,en,,,
i_1107.png,Digital Bodleian Library,unknown,,,,French,,1450,1499,1475,1450-1499,15th century,"Painted Scene from Grandes Chroniques de France; MS Douce 217, fol. 002r: Exiles leave Troy. Prince Helenus with scribe. Battle. Aeneas crowned.",,"Bodleian Libraries, University of Oxford",United Kingdom,illuminated manuscript,"Fair Use, Please Credit: “Grandes Chroniques de France, unknown artist, 1450-1499, Bodleian Library MS. Douce 217, Photo: Bodleian Libraries, University of Oxford""",Europeana API,,"Aeneas, Anchises, Ascanius, battle","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises",,Book II,painting,painting,,Grandes Chroniques de France,fr,,,https://digital.bodleian.ox.ac.uk/inquire/p/9f7d5436-fd2d-4382-ba25-956a9d496ba1
i_1108.jpg,Deutsche Fotothek,"Flemal, Bertholet",artist,,,Flemish,,1614,1675,1645,1614-1675,17th century,,,Staatliche Kunstsammlungen Dresden,Germany,oak wood,Open Access,Europeana API,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,panel painting,panel painting,,The departure of Aeneas of Troy,en,Der Abschied Des Aeneas Von Troja,de,
i_1109.jpg,Deutsche Fotothek,"Fosse, Charles de la",artist,,,French,,1636,1716,1676,1636-1716,17th century,,,Sanssouci Palace,Germany,painting,Open Access,Europeana API,,"Aeneas, Venus",96B661 Venus hands over the armour to Aeneas,,Book VIII,painting,painting,,Venus and Aeneas,,Venus und Aeneas,de,
i_1110.jpg,Deutsche Fotothek,"Willeboirts, Thomas",artist,,,Flemish,,,,1646,1646,17th century,,,Sanssouci Palace,Germany,painting,Open Access,Europeana API,Baroque,"Aeneas, Dido",96B322 Dido and Aeneas shelter from the storm in a cave,,Book IV,painting,painting,,Dido and Aeneas,,Dido und Aeneas,de,
i_1111.jpg,Fitzwilliam Museum,unknown,,"Guérin, Pierre",after artist,French,,1800,1820,1810,1800-1820,19th century,"Double leaf of paper backed by chicken skin, printed and hand coloured after a painting by Pierre Nascisse Guerin (1774-1833); the reverse shows gilt flowers. The sticks and guards are of pierced, fretted and carved ivory; the guards having an addition of gilt foil.",,Fitzwilliam Museum,United Kingdom,"paper, chicken skin, gilt, ivory, gilt metal foil",CC BY-NC-ND 3.0,Europeana API,,"Aeneas, Dido","96B2521 the presents are offered to Dido, she fondles Ascanius-Cupid",96B253 Aeneas tells Dido of his wanderings,Book I,printing; gilding,decorative arts,,Dido and Aeneas Fan,en,,,
i_1112.jpg,Fitzwilliam Museum,"Passarotti, Bartolomeo",draughtsman,,,Italian,,1529,1592,1561,1529-1592,16th century,pen and brown ink on buff paper,,Fitzwilliam Museum,United Kingdom,brown ink on buff paper,CC BY-NC-ND 3.0,Europeana API,,"Aeneas, Anchises","96B113 'Pius Aeneas': Aeneas, escapes from burning Troy, carrying his father Anchises",,Book II,drawing,drawing,,Five studies for a group representing Aeneas and Anchises,en,,,
i_1113.jpg,Fitzwilliam Museum,The Master of the Aeneid,artist,,,French,,,,1530,1530,16th century,"This is one of a series of eighty-two recorded plaques after the woodcut illustrations to Books I to IX of the Aeneid in Sebastian Brandt's edition of Virgil's 'Opera', printed by Johann Grüninger in Strasburg in 1502 (a copy is in the Cambridge University Library, Tb.51.61). Or, possibly, from editions published at Lyon by Jacobus Saccon in 1517 and by Jean Crespin in 1529. The subject on this plaque is from Book VI, and was copied from the woodcut on fol. 274 recto. It shows Aeneas with the Cumaen Sibyl who was guiding him through the Underworld to see his father, Anchises, when they reached a point where the path divided, one branch leading to Elysium, and the other to Tartarus where various souls are being judged and tormented. For listings of the other plaques, see Documentation.
The Master of the Aeneid Plaques has remained an enigma, although some scholars have considered that he might be Jean I Pénicaud. Very few other enamels have been attributed to him on the basis of features which occur in the Aeneid plaques, such as a distinctive way of rendering clouds. These including a Crucifixion after Lucas van Leyden in the Victoria & Albert Museum inv. no. 2820-1926, a Crucifixion after Dürer. formerly in the Givenchy Collection (see Documentation, Descheemaecker), and an Adoration of the Magi acquired by the Musée municipal de l’Évêché, Limoges in 2006, which has a leaf of silver over the entire surface beneath the enamelling.",Fitzwilliam Museum,Fitzwilliam Museum,United Kingdom,copper; plaque; enamel,CC BY-NC-ND 3.0,Europeana API,Renaissance,"Aeneas, Cumaean Sibyl, Elysium, Tartarus","96B541 Aeneas, guided by the Sibyl, enters the underworld through the cave of Avernus",,Book VI,enameling,enamel,,Aeneas and the Sybil in the Underworld,en,,,
i_1114.jpg,Fitzwilliam Museum,"Burne-Jones, Edward",artist,,,British,,,,1873,1873,19th century,Part of a group of drawings of the Aeneid,Fitzwilliam Museum,Fitzwilliam Museum,United Kingdom,graphite on paper,CC BY-NC-ND 3.0,Europeana API,,Dido,96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,"96B3 the tragedy of Dido (Virgil, Aeneid IV)",Book IV,drawing,drawing,,Death of Dido,en,,,
i_1115.jpg,Fitzwilliam Museum,"Burne-Jones, Edward",artist,,,British,,,,1873,1873,19th century,Part of a group of drawings of the Aeneid,Fitzwilliam Museum,Fitzwilliam Museum,United Kingdom,graphite on paper,CC BY-NC-ND 3.0,Europeana API,,"Lavinia, Latinus",96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,Book VII,drawing,drawing,,Lavinia in the Palace of Latinus,en,,,
i_1116.jpg,Fitzwilliam Museum,"Burne-Jones, Edward",artist,,,British,,,,1873,1873,19th century,Part of a group of drawings of the Aeneid,Fitzwilliam Museum,Fitzwilliam Museum,United Kingdom,graphite on paper,CC BY-NC-ND 3.0,Europeana API,,"Iris, Turnus",96B7111 Juno sends Iris to Turnus to incite him to war,,Book IX,drawing,drawing,,Iris and Turnus (unfinished),en,,,
i_1117.jpg,Fitzwilliam Museum,"Burne-Jones, Edward",artist,,,British,,,,1873,1873,19th century,Part of a group of drawings of the Aeneid,Fitzwilliam Museum,Fitzwilliam Museum,United Kingdom,graphite on paper,CC BY-NC-ND 3.0,Europeana API,,"Aeneas, Turnus",96B8344 Turnus is killed by Aeneas,,Book XII,drawing,drawing,,The Death of Turnus,en,,,
i_1118.jpg,National Galleries Scotland,"Mason, Jason",engraver,"Lorrain, Claude",painter,British,French,,,1772,1772,18th century,engraving after Claude Lorrain,,National Galleries Scotland,United Kingdom,,Courtesy of the National Galleries of Scotland,Europeana API,,"Aeneas, Trojans","96B6 the Trojans reach the mouth of the Tiber and land in Latium (Virgil, Aeneid VII-VIII)",,Book VII,engraving,print,,"The Landing of Aeneas (vol.II, no.59)",en,,,https://www.nationalgalleries.org/art-and-artists/50576/landing-aeneas-volii-no59
i_1119.jpg,Government Art Collection,"Thornhill, James",after artist,,,British,,1675,1734,1705,1675-1734,18th century,painting after Sir James Thornhill,Government Art Collection,Lancaster House,United Kingdom,oil on canvas,Open Government License,Europeana API,Baroque,"Dido, Aeneas, Carthage, Trojans","96B24 the meeting of Aeneas and Dido; when he approaches her throne, the cloud enveloping him and Achates vanishes",,Book I,painting,painting,,Dido and Aeneas,en,,,
i_1120.png,Hunterian Museum,Master of the Die,engraver,Raphael,painter,Italian,,1532,1533,1533,1532-1533,16th century,"""Aeneas Saving Anchises""; Aeneas is carrying Anchises on his back and is accompanied by Ascanius/Iulus who holds his hand. Anchises is holding the Palladium, the statue of Athena from the Temple of Hestia which will be transferred eventually to Rome. Pasted into ""South Lambeth 1847"" volume of 130 Italian prints Containing works by Caraglio, Bonasone, Master of the Die, Vico, Giorgio Ghisi and Diana Scultori.",Hunterian Museum,Hunterian Museum,United Kingdom,printed in black,Fair Use,Europeana API,,"Aeneas, Anchises, Ascanius, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates",,Book II,engraving,print,,Aeneas Saving Anchises,en,,,
i_1121.png,Hunterian Museum,"Raimondi, Marcantonio",engraver,Raphael,painter,Italian,,,,1516,1516,16th century,"Excerpt from catalogue entry in Wouk, 2016: ""The ‘Quos Ego’ is impressive both in its physical scale and for the knowledge of ancient art and literature which it incorporates. (The title words 'Quos Ego' come from Neptune's speech at Aeneid I, 135.) According to Vasari, the ‘Neptune surrounded by little pictures from the story of Aeneas’, was among the first prints made in Rome by Marcantonio, after the Judgement of Paris and Massacre of the Innocents. Whatever their order, Vasari gives an accurate ranking of the most important prints resulting from Marcantonio’s partnership with Raphael. As with the two other prints named, preparatory drawings by Raphael, the same size as the elements from the print represented, confirm his role as designer of this unsigned work. The Chatsworth drawings show—in the same sense as the print—the two small scenes that appear to the right of the central storm scene. The print dates from no later than 1516, the year given on a copy of this work (Hind, 1938-48, Vol. 5, p. 38.The work illustrates episodes from book I of Virgil’s Aeneid. Nine small images surround a larger scene of Neptune intervening to save the Trojan fleet from the storm: Aeneas and his followers are cast ashore in Carthage, where bottom right he feasts with Dido. It has been observed that the scenes are presented in the form of an ancient relief sculpture known as a tabula iliaca, but the design also resembles ancient Roman vaulted ceilings, with small pictures separated by frames, a scheme emulated by Raphael’s workshop in, for example, the Stufetta of Cardinal Bibbiena completed in 1516. Virgil’s epic about the foundation of Rome was the most popular Latin book of the period. Scenes from the Aeneid, especially the meeting of Dido and Aeneas from Book IV were painted on 15th-century marriage chests and Virgil was well known through the poetry of Dante and Petrarch who both emulated him. This work, however-the earliest separate Virgil print-is evidence of a new and serious interest in the original text. Five Latin hexameter verses describe the events portrayed. They were composed by the Roman poet Vomanus to summarise the contents of Book I. This reference is distinctly erudite and points to the influence of Raphael’s friend Pietro Bembo. The use of these verses, the ‘argumenta Aeneidos’, almost certainly indicates that Raphael had to hand the octavo text of Virgil published in Venice by Aldus Manutius in 1501. Manutius’s innovative pocket texts of classic works were inspired by portable manuscripts in Bembo’s library. Bembo is named in Castiglione’s Courtier: he was at the court of Urbino in 1506, when his portrait was painted by Raphael, and he renewed their friendship when he came to Rome as Secretary to Pope Leo X in 1513. Among Bembo’s literary treasures was a fifth-century manuscript of Virgil, the earliest in existence. Its 50 small illustrations were clearly known to Raphael and Marcantonio since it provided ancient prototypes for the image of the Penates (pictura 20) in Raphael’s Morbetto drawing (Joannides 1983 349), engraved by Marcantonio, and of Laocoön (pictura 13) which was paraphrased in the engraving by Marco Dente da Ravenna (B.XIV.195.243).""",Hunterian Museum,Hunterian Museum,United Kingdom,printed in black on antique laid paper,Fair Use,Europeana API,,"Neptune, Quos Ego, Trojans","92H1411 Neptune quieting the storm, 'quos ego' (Virgil, Aeneid I 135)",,Book I,engraving,print,,Neptune Calming the Tempest which Aeolus Raised against Aeneas' Fleet,en,,,
i_1122.png,Hunterian Museum,"Smith, John",engraver,,,British,,1600,1699,1650,1600-1699,17th century,"This is a scene from Virgil's ""Aeneid"". Aeneas is seen here escaping from the burning Troy with his father on his back.",Hunterian Museum,Hunterian Museum,United Kingdom,printed in black ink on paper,Fair Use,Europeana API,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,mezzotint,print,,Aeneas Carrying his Father out of the Fire of Troye,en,,,
i_1123.png,Hunterian Museum,"Smith, John",engraver,"Lairesse, Gérard de",artist,British,,1600,1699,1650,1600-1699,17th century,"Aeneas' descent to the underworld' from volume ""Mezzotintoes by Smith Vol III""; Part of William Hunter's original bequest, this is one of three volumes which together contain 488 mezzotints, almost all made or published by John Smith. Depicted is a scene from Virgil's ""Aeneid"". Aeneas is descending into Hades with the sibyl to visit his father one last time. He holds in his right hand the protective branch of mistletoe. It is after a painting by Gerard de Lairesse, a revered contemporary contemporary Dutch artist.",Hunterian Museum,Hunterian Museum,United Kingdom,printed in black ink on paper,Fair Use,Europeana API,,"Aeneas, Cumaean sibyl, Golden Bough",96B54 Aeneas' visit to the underworld,,Book VI,mezzotint,print,,Aeneas' descent to the underworld,en,,,
i_1124.png,Istituto Nazionale per la Grafica,"Mitelli, Giuseppe Maria",engraver,"Flaminio, Torri",draughtsman,Italian,,,,1663,1663,17th century,,,Istituto Nazionale per la Grafica,Italy,copper,Fair Use,Europeana API,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,engraving,print,,Aeneas rescues his father from the enemy,en,Eripit Aeneas Humeris ex hoste parentem,la,
i_1125.jpg,Royal Institute for Cultural Heritage (KIK-IRPA),"Janssens, Victor Honoré",painter,,,Flemish,,1658,1736,1697,1658-1736,17th century,,,Royal Museums of Fine Arts of Belgium,Belgium,oil on canvas,CC BY-NC-SA 3.0,Europeana API,,"Lavinia, Latinus",96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,Book VII,painting,painting,,"The prediction of the fate of Lavinia, wife of Aeneas",en,"De voorspelling van het lot van Lavinia, vrouw van Aeneas",nl,
i_1126.jpg,Royal Institute for Cultural Heritage (KIK-IRPA),"Lairesse, Gérard de",artist,,,Flemish,,,,1668,1668,17th century,,,Museum Mayer van den Bergh,Belgium,oil on canvas,CC BY-NC-SA 3.0,Europeana API,,"Venus, Aeneas, armor",96B661 Venus hands over the armour to Aeneas,,Book VIII,painting,painting,,Venus giving arms to Aeneas,en,Venus wapenen schenkend aan Aeneas,nl,
i_1127.jpg,Royal Institute for Cultural Heritage (KIK-IRPA),"Lorrain, Claude",artist,,,French,,1600,1682,1641,1600-1682,17th century,,,Royal Museums of Fine Arts of Belgium,Belgium,oil on canvas,CC BY-NC-SA 3.0,Europeana API,,"Aeneas, Achates, Libya, Carthage, hunt",96B211 Aeneas and Achates go hunting for provisions,,Book I,painting,painting,,Aeneas deer hunting on the coast of Libya,en,Aeneas op hertenjacht aan de kust van Libië,nl,
i_1128.jpg,Royal Institute for Cultural Heritage (KIK-IRPA),"Quellinus, Artus, I",sculptor,,,Flemish,,1641,1660,1651,1641-1660,17th century,,,Royal Museums of Fine Arts of Belgium,Belgium,marble,CC BY-NC-SA 3.0,Europeana API,,"Aeneas, Anchises","96B113 'Pius Aeneas': Aeneas, escapes from burning Troy, carrying his father Anchises",,Book II,sculpting,sculpture,,Aeneas carries his father Anchises out of the burning Troy,en,Aeneas draagt zijn vader Anchises uit het brandende Troje,nl,
i_1129.jpg,Kunsthistorisches Institut in Florenz,Parmigianino,draughtsman,,,Italian,,,,1763,1763,18th century,The four leaves on this fol. probably come from one or two divided sketchbooks and were glued together in the Biblioteca Communale.,Kunsthistorisches Institut in Florenz,Kunsthistorisches Institut in Florenz,Italy,,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,drawing,drawing,,Scenes from the life of Aeneas,en,Szene aus dem Leben des Aeneas,de,
i_1130.jpg,Kunsthistorisches Institut in Florenz,"Poccetti, Bernardino",painter,,,Italian,,1586,1587,1587,1586-1587,16th century,"Florence, Giardino di Boboli , Grotta del Buontalenti, second room, vaults",Kunsthistorisches Institut in Florenz,Kunsthistorisches Institut in Florenz,Italy,fresco painting,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Anchises, Ascanius","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises",,Book II,fresco,mural painting,,From the verdict of Paris to Aeneas' escape from Troy,en,Urteil des Paris bis zu Aeneas Flucht aus Troja,de,
i_1131.jpg,Bildarchiv Foto Marburg,"Schiavone, Andrea",painter,,,Italian,,1555,1560,1558,1555-1560,16th century,,,Kunsthistorisches Museum,Austria,painting,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Dido, Carthage",96B331 Aeneas has his fleet put into readiness; complaints of Dido,,Book IV,painting,panel painting,,Aeneas is called away by Dido,en,Äneas nimmt Abschied von Dido,de,
i_1132.jpg,Bildarchiv Foto Marburg,"Schoubroeck, Pieter",painter,,,Flemish,,1570,1607,1589,1570-1607,16th century,,,Staatliche Kunstsammlungen Dresden,Germany,painting,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Anchises, Ascanius, Creusa, Penates, Troy burning","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,painting,panel painting,,The Fire of Troy,en,Der Brand von Troja,de,
i_1133.jpg,Metropolitan Museum of Art,"Allegrini, Francesco",artist,,,Italian,,1624,1663,1644,1624-1663,17th century,,,Metropolitan Museum of Art,United States,"Pen and brown ink, brush and brown wash, over black chalk",Public Domain,Metropolitan Museum of Art,,"Dido, Carthage","96B3 the tragedy of Dido (Virgil, Aeneid IV)",,Book IV,drawing,drawing,,The Departure of Aeneas Announced to Dido ?,en,,,
i_1134.jpg,Metropolitan Museum of Art,"Allegrini, Francesco",artist,,,Italian,,1624,1663,1644,1624-1663,17th century,,,Metropolitan Museum of Art,United States,"Pen and brown ink, brush and brown wash, over black chalk",Public Domain,Metropolitan Museum of Art,,"Aeneas, Achates, Dido, palace","96B24 the meeting of Aeneas and Dido; when he approaches her throne, the cloud enveloping him and Achates vanishes",,Book IV,drawing,drawing,,Aeneas and Achates Entering Dido's Palace in a Cloud,en,,,
i_1135.jpg,Metropolitan Museum of Art,"Allegrini, Francesco",artist,,,Italian,,1624,1663,1644,1624-1663,17th century,,,Metropolitan Museum of Art,United States,"Pen and brown ink, brush and brown wash, over black chalk",Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises, Ascanius, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates",,Book II,drawing,drawing,,Aeneas Carrying Anchises in the Burning of Troy,en,,,
i_1136.jpg,Metropolitan Museum of Art,"Allegrini, Francesco",artist,,,Italian,,1624,1663,1644,1624-1663,17th century,,,Metropolitan Museum of Art,United States,"Pen and brown ink, brush and brown wash, over black chalk",Public Domain,Metropolitan Museum of Art,,"Dido, Carthage","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,drawing,drawing,,The Death of Dido,en,,,
i_1137.jpg,Metropolitan Museum of Art,"Altdorfer, Albrecht",engraver,,,German,,1500,1538,1519,1500-1538,16th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,Dido,"96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,engraving,print,,Dido Killing Herself,en,,,
i_1138.jpg,Metropolitan Museum of Art,"Andreoli, Giorgio",from workshop,Raphael,painter,Italian,,,,1525,1525,16th century,"Border figures derived from an engraving by Marcantonio Raimondi (Italian, Argini (?) ca. 1480–before 1534 Bologna (?)); After designs by Raphael (Raffaello Sanzio or Santi) (Italian, Urbino 1483–1520 Rome)",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"maiolica, lustered",Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises",96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,,,ceramic,,Wide-rimmed bowl with figures from Virgil's Aeneid,,,,
i_1139.jpg,Metropolitan Museum of Art,"Andreoli, Giorgio",from workshop,"Raimondi, Marcantonio",engraver,Italian,,,,1522,1522,16th century,Figure of Dido taken from an engraving by Marcantonio Raimondi,Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"maiolica, lustered",Public Domain,Metropolitan Museum of Art,,Dido,"96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,,ceramic,,Shallow bowl depicting the Suicide of Dido,,,,
i_1140.jpg,Metropolitan Museum of Art,unknown,artist,,,,,1500,1599,1550,1500-1599,16th century,,,Metropolitan Museum of Art,United States,"Pen and brown ink, brush and brown wash,",Public Domain,Metropolitan Museum of Art,,"Dido, Aeneas, Carthage, Trojans","96B24 the meeting of Aeneas and Dido; when he approaches her throne, the cloud enveloping him and Achates vanishes",,Book I,drawing,drawing,,Dido and Aeneas (recto),,,,
i_1141.jpg,Metropolitan Museum of Art,unknown,engraver,Raphael,after artist,Italian,,1510,1530,1520,1510-1530,16th century,"After Marcantonio Raimondi, after Raphael",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,Dido,"96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,engraving,print,,"Dido holding a dagger in her right hand, left arm outstretched",,,,
i_1142.jpg,Metropolitan Museum of Art,unknown,artist,,,French,,1600,1699,1650,1600-1699,17th century,,,Metropolitan Museum of Art,United States,"Pen and brown ink, brush and gray wash, graphite",Public Domain,Metropolitan Museum of Art,,"Dido, muse",96D(DIDO)8 (story of) Dido - attributes,92D42 single Muses,,drawing,drawing,,Dido Reine de Cartage/ une Muse,,,,
i_1143.jpg,Metropolitan Museum of Art,"Della Bella, Stefano",artist,Parmigianino,after artist,Italian,,,,1660,1660,17th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,Dido,"96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,etching,print,,Dido Killing Herself,,,,
i_1144.jpg,Metropolitan Museum of Art,"Della Bella, Stefano",artist,,,Italian,,,,1644,1644,17th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,Dido,96D(DIDO)8 (story of) Dido - attributes,96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,etching,print,,"Didon, Tomyris, Semiramis, and Zenobie, from 'The game of queens' (Le jeu des Reines renommées)",,,,
i_1145.jpg,Metropolitan Museum of Art,"Bonasone, Giulio",artist,Perino del Vaga,after artist,Italian,,1531,1576,1554,1531-1576,16th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Neptune, Quos Ego, Trojans","92H1411 Neptune quieting the storm, 'quos ego' (Virgil, Aeneid I 135)",,Book I,engraving,print,,Neptune Calming the Tempest Raised Against the Fleet of Aeneas,,,,
i_1146.jpg,Metropolitan Museum of Art,"Boucher, François",designer,"Oudry, Jean-Baptiste",weaver,French,,1754,1756,1755,1754-1756,18th century,"Tapestry commissioned by Count Johann Hartvig Ernst Bernstorff (Danish); Weaving Manufactory directed by André Charlemagne Charron (French, active 1754–80)",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"wool, silk",Public Domain,Metropolitan Museum of Art,,"Vulcan, Venus, armor, tapestry",96B66 Venus asks Vulcan to forge Aeneas' armour; Vulcan hands over the armour to Venus,,Book VIII,weaving,decorative arts,,Vulcan Presenting Arms for Aeneas to Venus from a set of The Loves of the Gods,,,,https://www.metmuseum.org/art/collection/search/221405
